1595422003,84.2,53.74,3811
1595422004,84.2,53.19,3818
1595422005,84.2,53.95,3812
1595422006,84.2,53.76,3809
1595422007,84.2,54.02,3808
1595422008,84.2,53.53,3804
1595422009,84.2,53.87,3810
1595422010,84.2,53.83,3805
1595422011,84.2,54.03,3797
1595422012,84.2,53.87,3816
1595422013,84.2,54.09,3806
1595422014,84.4,54.0,3807
1595422015,84.4,53.71,3809
1595422016,84.4,53.88,3805
1595422017,84.4,54.05,3801
1595422018,84.4,54.07,3807
1595422019,84.4,54.41,3796
1595422020,84.4,54.02,3804
1595422021,84.4,53.81,3810
1595422022,84.4,53.97,3807
1595422023,84.4,53.8,3822
1595422024,84.4,53.88,3812
1595422025,84.4,53.85,3809
1595422026,84.4,54.01,3803
1595422027,84.4,53.9,3807
1595422028,84.5,53.95,3810
1595422029,84.5,53.81,3808
1595422030,84.5,54.77,3802
1595422031,84.5,53.93,3804
1595422032,84.5,53.76,3805
1595422033,84.5,53.87,3806
1595422034,84.5,53.46,3794
1595422035,84.5,53.66,3805
1595422036,84.5,53.47,3807
1595422037,84.5,53.85,3805
1595422038,84.5,53.81,3820
1595422039,84.5,53.41,3797
1595422040,84.5,53.81,3833
1595422041,84.5,54.2,3808
1595422042,84.5,54.27,3801
1595422043,84.5,53.67,3799
1595422044,84.5,53.78,3798
1595422045,84.5,53.43,3799
1595422046,84.5,53.74,3800
1595422047,84.5,52.93,3803
1595422048,84.5,53.68,3801
1595422049,84.5,52.82,3785
1595422050,84.5,53.26,3801
1595422051,84.5,53.75,3812
1595422052,84.5,53.78,3810
1595422053,84.5,53.78,3798
1595422054,84.5,54.95,3791
1595422055,84.5,53.8,3797
1595422056,84.5,53.08,3783
1595422057,84.5,53.35,3799
1595422058,84.5,53.55,3806
1595422059,84.5,53.03,3794
1595422060,84.5,53.23,3789
1595422061,84.5,53.17,3798
1595422062,84.5,53.44,3807
1595422063,84.5,53.57,3804
1595422064,84.5,53.61,3800
1595422065,84.5,53.47,3799
1595422066,84.5,53.35,3797
1595422067,84.5,53.36,3794
1595422068,84.5,53.53,3809
1595422069,84.5,53.14,3794
1595422070,84.5,53.53,3805
1595422071,84.5,53.79,3798
1595422072,84.5,53.48,3795
1595422073,84.5,53.09,3791
1595422074,84.5,53.65,3795
1595422075,84.5,53.09,3801
1595422076,84.5,53.29,3793
1595422077,84.5,53.38,3802
1595422078,84.5,53.76,3792
1595422079,84.5,53.2,3793
1595422080,84.5,53.85,3779
1595422081,84.5,53.26,3799
1595422082,84.5,53.63,3791
1595422083,84.5,52.93,3791
1595422084,84.5,54.03,3797
1595422085,84.5,53.38,3792
1595422086,84.5,53.2,3803
1595422087,84.5,53.31,3794
1595422088,84.5,52.79,3794
1595422089,84.5,52.86,3822
1595422090,84.5,53.8,3796
1595422091,84.5,53.18,3794
1595422092,84.5,53.39,3789
1595422093,84.5,52.79,3789
1595422094,84.5,53.13,3807
1595422095,84.5,52.54,3790
1595422096,84.5,52.94,3806
1595422097,84.5,53.62,3791
1595422098,84.5,53.49,3801
1595422099,84.5,52.65,3789
1595422100,84.5,52.74,3784
1595422101,84.5,53.29,3792
1595422102,84.5,53.08,3794
1595422103,84.5,52.72,3795
1595422104,84.5,52.78,3792
1595422105,84.5,53.14,3790
1595422106,84.5,52.59,3788
1595422107,84.5,52.8,3807
1595422108,84.5,53.19,3813
1595422109,84.5,52.72,3791
1595422110,84.5,52.96,3793
1595422111,84.5,53.12,3793
1595422112,84.5,53.75,3797
1595422113,84.5,53.23,3829
1595422114,84.5,53.54,3794
1595422115,84.5,53.6,3790
1595422116,84.5,53.19,3792
1595422117,84.5,53.02,3791
1595422118,84.5,52.79,3812
1595422119,84.5,53.62,3790
1595422120,84.5,52.86,3796
1595422121,84.5,53.01,3789
1595422122,84.5,53.43,3789
1595422123,84.5,53.25,3791
1595422124,84.5,53.18,3788
1595422125,84.5,52.18,3796
1595422126,84.5,53.53,3786
1595422127,84.5,53.39,3788
1595422128,84.5,53.44,3790
1595422129,84.5,52.54,3796
1595422130,84.5,52.1,3787
1595422131,84.5,52.66,3795
1595422132,84.5,53.28,3783
1595422133,84.5,53.06,3783
1595422134,84.5,53.0,3784
1595422135,84.5,53.36,3800
1595422136,84.5,53.08,3791
1595422137,84.5,53.75,3776
1595422138,84.5,52.87,3790
1595422139,84.5,53.2,3785
1595422140,84.5,52.95,3788
1595422141,84.5,53.1,3808
1595422142,84.5,53.03,3789
1595422143,84.5,52.83,3788
1595422144,84.5,52.9,3788
1595422145,84.5,53.2,3787
1595422146,84.5,53.37,3785
1595422147,84.5,52.99,3785
1595422148,84.5,57.16,3784
1595422149,84.5,53.05,3787
1595422150,84.5,53.16,3787
1595422151,84.5,53.19,3787
1595422152,84.5,53.48,3787
1595422153,84.5,53.35,3787
1595422154,84.5,52.95,3786
1595422155,84.5,52.52,3766
1595422156,84.5,52.7,3782
1595422157,84.5,53.42,3802
1595422158,84.5,52.68,3783
1595422159,84.5,53.12,3781
1595422160,84.5,52.82,3779
1595422161,84.5,52.97,3793
1595422162,84.5,54.09,3772
1595422163,84.5,52.81,3779
1595422164,84.5,53.12,3785
1595422165,84.5,52.54,3781
1595422166,84.5,53.08,3783
1595422167,84.5,52.69,3776
1595422168,84.5,53.41,3773
1595422169,84.5,52.02,3776
1595422170,84.5,52.68,3789
1595422171,84.5,52.82,3777
1595422172,84.5,52.94,3768
1595422173,84.5,52.42,3776
1595422174,84.5,52.6,3779
1595422175,84.5,52.57,3776
1595422176,84.5,53.09,3781
1595422177,84.5,52.63,3779
1595422178,84.5,52.73,3763
1595422179,84.5,52.19,3780
1595422180,84.5,53.1,3763
1595422181,84.5,58.12,3779
1595422182,84.5,52.77,3780
1595422183,84.5,52.03,3777
1595422184,84.5,52.07,3773
1595422185,84.5,52.64,3779
1595422186,84.5,53.19,3770
1595422187,84.5,53.16,3779
1595422188,84.5,52.7,3779
1595422189,84.5,51.86,3777
1595422190,84.5,53.14,3778
1595422191,84.5,53.09,3772
1595422192,84.5,52.58,3784
1595422193,84.5,53.19,3784
1595422194,84.5,52.52,3781
1595422195,84.5,52.77,3775
1595422196,84.5,54.57,3781
1595422197,84.5,52.14,3777
1595422198,84.5,52.64,3775
1595422200,84.5,52.42,3778
1595422201,84.5,52.63,3776
1595422202,84.5,52.55,3783
1595422203,84.5,52.96,3778
1595422204,84.5,52.82,3770
1595422205,84.5,52.9,3778
1595422206,84.5,52.82,3782
1595422207,84.5,52.78,3780
1595422208,84.5,53.0,3779
1595422209,84.5,53.32,3797
1595422210,84.5,53.11,3776
1595422211,84.5,52.58,3780
1595422212,84.5,52.54,3777
1595422213,84.5,52.84,3792
1595422214,84.5,52.82,3781
1595422215,84.5,52.8,3810
1595422216,84.5,52.66,3776
1595422217,84.5,52.74,3777
1595422218,84.5,52.94,3778
1595422219,84.5,53.03,3763
1595422220,84.5,53.5,3777
1595422221,84.5,52.64,3776
1595422222,84.5,53.33,3773
1595422223,84.5,53.29,3793
1595422224,84.5,53.44,3771
1595422225,84.5,52.45,3776
1595422226,84.5,53.41,3778
1595422227,84.2,5.7,3730
1595422228,82.6,4.97,1397
1595422229,81.1,5.11,1456
1595422230,79.5,4.51,1444
1595422231,78.0,4.76,1472
1595422232,76.4,4.01,1435
1595422233,74.9,4.57,1897
1595422234,73.2,4.34,1505
1595422235,71.8,5.1,1442
1595422236,70.1,4.13,1480
1595422237,68.6,4.71,1467
1595422238,67.0,3.92,1491
1595422239,65.5,4.29,1762
1595422240,63.9,7.53,1661
1595422241,62.4,4.39,1464
1595422242,60.8,5.43,1412
1595422243,59.2,4.2,1485
1595422244,57.6,4.15,1466
1595422245,56.1,4.15,1506
1595422246,54.5,3.97,1461
1595422247,53.0,4.32,1444
1595422248,51.5,5.29,1599
1595422249,49.9,4.95,1475
1595422250,48.4,4.69,1480
1595422251,46.8,5.22,1533
1595422252,45.2,8.28,1765
1595422253,53.5,4.3,1790
1595422254,51.9,4.03,1466
1595422255,50.4,4.63,1620
1595422256,48.8,5.96,1643
1595422257,47.2,4.94,1485
1595422258,45.8,3.83,1470
1595422259,44.1,4.89,1512
1595422260,42.6,5.13,1563
1595422261,41.1,4.76,1509
1595422262,40.4,4.56,1457
1595422263,40.2,5.17,1523
1595422264,40.2,4.41,1427
1595422265,40.2,5.02,1511
1595422266,40.2,5.17,1471
1595422267,40.2,4.54,1464
1595422268,40.2,4.78,1456
1595422269,40.2,4.93,1486
1595422270,40.2,4.31,1477
1595422271,40.2,5.06,1397
1595422272,40.2,4.7,1467
1595422273,40.2,4.77,1419
1595422274,51.0,4.29,1512
1595422275,49.5,5.6,1509
1595422276,47.9,4.93,1507
1595422277,55.8,4.66,1397
1595422278,54.1,5.15,1431
1595422279,52.6,5.6,1397
1595422280,51.1,5.16,1476
1595422281,49.5,5.11,1569
1595422282,48.0,5.09,1471
1595422283,46.4,5.29,1488
1595422284,44.9,5.05,1498
1595422285,43.5,4.72,1442
1595422286,41.9,4.49,1578
